priceid,sku,title,Customer,Price
15720,444,RFS/AF028 TRS,LOWES MENSWEAR,21
15721,582,P/V SUIT,SACKS MENSWEAR,75/21
15722,1431,1629  & 1630 SHIRTS ,JON KELL @ 23/05/2013 UP DATE,19 / 22 BIG
15723,1432,"1630 SHIRT, 1629  SHIRT",JON KELL @ 23/05/2013 UP DATE,19 / 22 BIG
15724,1433,1609 COTTON CHINO TRS LONG,JON KELL @ 23/05/2013 UP DATE,20
15725,1023,"1090 , 1034 BOY SHIRT",MAN ABOUT FORMAL,19
15726,935,3603 JACKET,BONAMAN-BROADMEADOWS,15
15727,1434,1629 & 1630 SHIRTS,GLEESONS MERCERY,22.50 / 25.5 BIG
15728,1357,1985 SUIT,GLEESONS MERCERY,75 / 22.50 
15729,1346,BOY 22160/5 SUIT,SAUNDERS MENSWEAR,65
15730,1435,BOY T128 SUIT,SAUNDERS MENSWEAR,55 /16.50 
15731,1428,15501/2 SUIT,HUGHES CLOTHING CO.,55 / 16.5 
15732,1238,22160/5 BOY SUIT,CAPTUREYES,65 / 20 TRS & VEST
15733,1317,"JOEL , ELI  SHOES",CAPTUREYES,35
15734,1390,T128 SUIT ,CAPTUREYES,65 / 19.5
15735,1436,"1208/11, 1208/9 VELVET JACKET",CAPTUREYES,65
15736,1437,"9548 , 4702  SHOES",CAPTUREYES,35
15737,253,"TRIM SUIT, T128 (W2)",CAPTUREYES,85 / 22 
15738,533,5502/5 SUIT,CAPTUREYES,65 / 19.5
15739,1438,FC SHIRT,CAPTUREYES,22 / 25 BIG
15740,444,RFS/AF028 TRS,CAPTUREYES,16.5
15741,150,"1034 SHIRT  , 1090 SHIRT",CAOTYRETES,19.5
15742,663,8018 SHIRT,CAPTUREYES,9
15743,654,1090 SHIRT ,CAPTUREYES,19.50 / 22.5 BIG
15744,1318,1096 S/S SHIRT,CAPTUREYES,20 / 23 BIG
15745,1439,IP007 TRS,CAPTUREYES,21
15746,474,BOY TRIM SUIT,CAPTUREYES,65 / 20
15747,1440,COL VEST,CAPTUREYES,21
15748,1441,17089 NO TRIM SUIT,CAPTUREYES,75
15749,1425,MF W2 DINNER JACKET ,CAPTUREYES,60
15750,181,PB BELT,CAPTUREYES,10
15751,1442,V HANKY,CAPTUREYES,4
15752,1443,V BOW TIE,CAPTUREYES,6
15753,851,"1034 , 1090 BOY SHIRT",CAPTUREYES,20
15754,1023,"1090 , 1034 BOY SHIRT",CAPTUREYES,20
15755,1444,3051  L/S SHIRT,CAPTUREYES,19
15756,1300,3051 S/S SHIRT,CAPTUREYES,19.5
15757,1357,1985 SUIT,CAPTUREYES,85 / 22
15758,1386,D246 SUIT,CAPTUREYES,85 / 22 
15759,1445,CHINO PANT,CAPTUREYES,20
15760,98,SUIT BAGS,CAPTUREYES,1.85
15761,535,3208 W2 SUIT,MICHAEL MOUBARAK T/AS PLOT,89
15762,1386,D246 SUIT,JOE LICHAA,69 / 21
15763,470,RFS PV TRS,SPOT ON FASHION,13.5
15764,1434,1629 & 1630 SHIRTS,MICHAEL MOUBARAK T/AS PLOT,21 / 24 BIG
15765,1434,1629 & 1630 SHIRTS,"NO 12 / 21-RFS, CHERMSIDE",19 / 22 BIG / 29 KING
15766,1390,T128 SUIT ,CALABRO,65 / 80 BIG / 19.5
15767,1390,T128 SUIT ,BONAMAN-BROADMEADOWS,60 / 16.5  / 75 BIG
15768,535,3208 W2 SUIT,JOE LICHAA,95 / 125 BIG
15769,1425,MF W2 DINNER JACKET ,FERRARI RETAIL SOUTHERN,65
15770,1390,T128 SUIT ,M&S,62 / 19.50 / 72 BIG
15771,1386,D246 SUIT,MICHAEL MOUBARAK T/AS PLOT,85 / 23
15772,1445,CHINO PANT,BONAMAN-BROADMEADOWS,18
15773,1429,CHINO SHORT,BONAMAN-BROADMEADOWS,11
15774,1432,"1630 SHIRT, 1629  SHIRT",RUNDLE TAILORING,19 / 22 BIG
15775,1390,T128 SUIT ,ELITE SHOP,"52.5 / 19.5, 45BOY"
15776,1447,CHINO PANTS,"NO 12 / 21-RFS, CHERMSIDE",20
15777,1429,CHINO SHORT,"NO 12 / 21-RFS, CHERMSIDE",15
15778,1316,1096 SHIRT,"NO 12 / 21-RFS, CHERMSIDE",20 / 23 BIG
15779,1279,JASON,TRAMPS FOR MEN,35
15780,1390,T128 SUIT ,BONANNO'S MENSWEAR,65 / 19.5 BOY 55 / 16.5
15781,740,MF SHIRT ,JIMMY STUART,16.5
15782,1448,"D62, D63 SUIT",BONAMMO'S MENSWEAR,55 / 16.5 BULK ORDER
15783,1448,"D62, D63 SUIT",BONANNO'S MENSWEAR,55 / 16.5 BULK ORDER
15784,1243,5110 SHIRT,JOHNS FORMAL ,22.00 / 25 BIG
15785,1386,D246 SUIT,NEW PARK SUIT HIRE ,85 / 23 SUIT
15786,1449,"1629 SHIRT, 1630 SHIRT",WALLACE & CO,22 / 25 BIG / 28 KING
15787,1023,"1090 , 1034 BOY SHIRT",SPOSABELLA WEDDING & EVENTS,20
15788,1197,22160/5 SUIT ,SPOSABELLA WEDDING & EVENS,79
15789,253,"TRIM SUIT, T128 (W2)",SPOSABELLA WEDDING & EVENS,79 / 25  / 129 BIG / 30.5 BIG
15790,1450,1143 FC SHIRT,SPOSABELLA WEDDING & EVENS,22.5
15791,1432,"1630 SHIRT, 1629  SHIRT",BONANNO'S MENSWEAR,19 / 22 BIG
15792,1412,T128/63 SUIT,NEW PARK SUIT HIRE ,75/18.00
15793,1451,8944/633 BOY SUIT,SHIVAN 7 (OXY WEAR),55 / 16.50
15794,1238,22160/5 BOY SUIT,SHIVAN 7 (OXY WEAR),65
15795,1452,1506 SHIRT,"NO 12 / 21-RFS, CHERMSIDE",22 / 25 BIG
15796,1453,1706 SHIRT,"NO 12 / 21-RFS, CHERMSIDE",20 / 23 BIG
15797,484,BOY MF VEST,WALLACE & CO,16.5
15798,1225,1898/28 SUIT,FORMAL IMAGE,85/25
15799,533,5502/5 SUIT,TUXEDO FORMAL HIRE,76 / 21
15800,1197,22160/5 SUIT ,BLACK TIE BY XAVIER,75 / 22.5  /90 /28
15801,444,RFS/AF028 TRS,BONAMAN-BROADMEADOWS,16.5
15802,1111,8944/723 SUIT NO TRIM,FORMAL HIRE ARE US,79
15803,1357,1985 SUIT,BONAMAN-F/F 22/04/15,80 / 22
15804,1238,22160/5 BOY SUIT,REMBRANDT SUITS - BROOKVALE,65 / 20 
15805,1427,T128 BOY SUIT,REMBRANDT SUITS - BROOKVALE,"55.00 / 18.5, 65MEN"
15806,1390,T128 SUIT ,OPAL MALE FASHION ,65 / 19.5 / 80 /25 BIG
15807,1449,"1629 SHIRT, 1630 SHIRT",FORMALWEAR 2 SUIT U,19 / 22 BIG / 25 FOR 7XL
15808,1454,1056 SHIRT,FORMALWEAR 2 SUIT U,22 / 25 BIG
15809,444,RFS/AF028 TRS,MAINSTREET,16.5
15810,851,"1034 , 1090 BOY SHIRT",HUGHES CLOTHING CO.,17
15811,1455,P2221/283 JACKET ONLY,LICHAA -- PARRAMATTA,75
15812,1453,1706 SHIRT,MICK T'S CLOTHING,20 / 23 BIG
15813,1454,1056 SHIRT,MICK T'S CLOTHING,22 / 25 
15814,1390,T128 SUIT ,STEVE MENSLAND 5% DISCOUNT,76 / 21
15815,1454,1056 SHIRT,STEVE MENSLAND 5% DISCOUNTQ,22 / 25 BIG
15816,662,COL SUIT,TAHI CLASSIC,75 / 58 JKT
15817,508,COL TRS,TAHI CLASSIC,17
15818,526,PC SHIRT,TAHI  CLASSIC,9.5
15819,1109,9246/2 SPORT COAT,TAHI CLASSIC,65
15820,526,PC SHIRT,TAHI CLASSIC,9.5
15821,1078,TRIM VEST,TAHI CLASSIC,35
15822,1457,1498 LINEN SHIRT,TAHI CLASSIC,25
15823,1449,"1629 SHIRT, 1630 SHIRT",TAHI CLASSIC,25
15824,809,MF L/S SHIRT,TAHI CLASSIC,18 / 21 BIG
15825,467,PV SUIT,TAHI CLASSIC,80/20 / JTK 60
15826,1458,LADY SUIT,TAHI CLASSIC,75
15827,1020,LAVA,TAHI CLASSIC,25 / 30 BIG
15828,1459,2068/91 SUIT," NO 12 / 21-RFS, CHERMSIDE",85 / 135 BIG /22 / 27.5 BIG
15829,1432,"1630 SHIRT, 1629  SHIRT",WILLIAM PANTHER,19 / 22 BIG
15830,1126,BOY 1034 SHIRT,SAUNDERS MENSWEAR,19
15831,1460,BOY D246 SUIT,SAUNDERS MENSWEAR,65 / 20 
15832,1390,T128 SUIT ,HUGHES CLOTHING CO.,65 / 17.5 / 95 BIG
15833,1427,T128 BOY SUIT,HUGHES CLOTHING CO.,55 / 16.5
15834,1390,T128 SUIT ,A MCPHERSON & SON,75
15835,1197,22160/5 SUIT ,A MCPHERSON & SON,90
15836,150,"1034 SHIRT  , 1090 SHIRT",SHAZZAM TOORONTO,22 / 25 BIG
15837,1461,81792/2 SPECIAL OFFER,STEWARTS DEPT STORE,55 / 65 BIG / 15/20.5 BIG
15838,1462,BOY 81792/2 SUIT SPECIAL OFFER,STEWARTS DEPT STORE,"JACKET 25, VEST & TRS 13.50"
15839,1459,2068/91 SUIT,WALLACE & CO,85 / 24
15840,1463,"MR 614/1, 902/1, 902/2, 615/3 POLO",,13
15841,1464,"1034 RED , PINK,  AQUA",,11
15842,1432,"1630 SHIRT, 1629  SHIRT",L.A.HIGGINSON,22.5 / 25.5 BIG
15843,1453,1706 SHIRT,L.A.HIGGINSON,24 / 27 BIG
15844,1459,2068/91 SUIT,BONANNO'S MENSWEAR,85
15845,1150,A5330/39 SUIT,BONANNO'S MENSWEAR,69
15846,1465,5910/6 JACKET ONLY,BONANNO'S MENSWEAR,60
15847,1447,CHINO PANTS,JENNY CAI FASHION / EASY CLOTHING,20
15848,1362,917 JACKET,JENNY CAI FASHION / EASY CLOTHING,20
15849,1466,JW16 JACKET,JENNY CAI FASHION / EASY CLOTHING,40
15850,526,PC SHIRT,GLEESONS MERCERY,10.9
15851,1467,5910 LINEN JACKET,SAUNDERS MENSWEAR,70
15852,1447,CHINO PANTS,CAROLANN BRIDAL WEAR/ THE WEDDING SHOP ON THE MOVE,20
15853,1468,CHINO SHORTS,CAROLANN BRIDAL WEAR/ THE WEDDING SHOP ON THE MOVE,12
15854,1469,BLACK / BROWN BELTS,MAVERIC CLOTHING,9
15855,1286,3051 SHIRT,MAVERIC CLOTHING,18.00 / 21 BIG
15856,863,3474 SHIRT,HORNSBY TAILOR,20
15857,714,CLEARANCE SUIT,ELITE SHOP,35
15858,1470,"V069 AQUA,PINK,LILAC,SKY",DEAVINS ,10 (SPECIAL)
15859,1471,"1034 AQUA,RED",DEAVINS ,10.00 (SPECIAL)
15860,1390,T128 SUIT ,DEAVINS ,"60 / 18, BIG 75 / 23.5"
15861,1453,1706 SHIRT,DEAVINS ,22.5 / 25.5 BIG
15862,1432,"1630 SHIRT, 1629  SHIRT",DEAVINS ,21 / 24 BIG
15863,1454,1056 SHIRT,"NO 12 / 21-RFS, CHERMSIDE",22 / 25 BIG/21BOY
15864,1386,D246 SUIT,VELE / SNK ,70 / 100 BIG / 17.5 / 23 BIG
15865,1390,T128 SUIT ,SPOT ON FASHION,65 (34R-52R) / 17.50/ 80 BIG
15866,654,1090 SHIRT ,VELE / SNK ,18 / 21 BIG
15867,1365,17089/2 SUIT,MC SPECIAL,79 / 22 
15868,1472,T128 BOY TRS,BYRNE CLOTHING,55 / 16.50
15869,1390,T128 SUIT ,MICK T'S CLOTHING,65 / 75 BIG / 18.5 / 25 BIG (CHANGE ON 28/04/17)
15870,1453,1706 SHIRT,CAROLANN BRIDAL WEAR/THE WEDDING SHOP ON THE MOVE,25
15871,1473,1156 SHIRT,"NO 12 / 21-RFS, CHERMSIDE",22 / 25 BIG
15872,1390,T128 SUIT ,SUITS DIRECT PTY LTD,75 / 22.5
15873,1197,22160/5 SUIT ,FORMAL HIRE ARE US,75 / 22.5 / BOY 65/20
15874,1474,1630 & 1629 SHIRT,CAPTUREYES,19 / 22 BIG
15875,1453,1706 SHIRT,STEVE MENSLAND 5% DISCOUNT,22 / 25 BIG
15876,1243,5110 SHIRT,LOWES MENSWEAR,22
15877,1449,"1629 SHIRT, 1630 SHIRT",ENVY U CLOTHING,20 / 23 BIG
15878,669,5502/4 SUIT, HUGHES CLOTHING CO.,55 / 16.5 / 65 BIG
15879,444,RFS/AF028 TRS,,15
15880,1197,22160/5 SUIT ,ELITE SHOP,75 / 22.5
15881,1390,T128 SUIT ,BONAMAN-F/F 22/04/15,60 / 16.50 / BOY SUIT 55 / 16.5
15882,1432,"1630 SHIRT, 1629  SHIRT",SWANNIES MENSLAND,21 / 24 BIG
15883,1432,"1630 SHIRT, 1629  SHIRT",ELITE SHOP,18 / 21 BIG
15884,1449,"1629 SHIRT, 1630 SHIRT",ELITE SHOP,18 / 21 BIG
15885,1454,1056 SHIRT,ELITE SHOP,20 / 23 BIG
15886,1473,1156 SHIRT,ELITE SHOP,20 / 23 BIG
15887,1454,1056 SHIRT,SHAZZAM TORONTO,25 / 28 BIG
15888,678,5502/4 TRS,BOSSCO FOR MEN,12.5
15889,1386,D246 SUIT,HUGHES CLOTHING CO.,75 / 25
15890,1390,T128 SUIT ,MODERN MALE MENSWEAR,75 /21 / 90 BIG / 26.50
15891,1386,D246 SUIT,WALLACE & CO,75 / 22.50 
15892,1212,15501 SUIT,SWANS OF TUMUT,55 /15.50
15893,1390,T128 SUIT ,STRICTLY FORMAL,65 / 19.50
15894,1212,15501 SUIT,YOUNGS THE MANS SHOP,55 / 16.5
15895,1212,15501 SUIT,NEW PARK SUIT HIRE ,55 / 15 
15896,1453,1706 SHIRT,NEW PARK SUIT HIRE ,25
15897,1454,1056 SHIRT,NEW PARK SUIT HIRE ,25 / 28 BIG
15898,1427,T128 BOY SUIT,CALABRO,55 / 16.50
15899,1475,P TIE,SHIVAN 7 (OXY WEAR),4.5
15900,1476,UB  & P TIE,WALLACE & CO,5.5
15901,1477,987 VS JACKET,"NO 12 / 21-RFS, CHERMSIDE",20
15902,785,JM02 JACKET ,AVESTA TAILORING,85
15903,670,8793 CORDUROY JACKET,AVESTA TAILORING,20 (SPECIAL OFFER)
15904,1478,AF028 TRS,AVESTA TAILORING,16.5
15905,1390,T128 SUIT ,BRIDAL EMPORIUM,65
15906,444,RFS/AF028 TRS,THE WEDDING SHOPPE - DUBBO,15
15907,1373,5132 JACKET ,RAYMOND'S,45
15908,1479,6809 SPOT COAT,RAYMOND'S,40
15909,785,JM02 JACKET ,RAY CROFT MENSWEAR,95
15910,563,1602 JACKET,RAY CROFT MENSWEAR,25
15911,851,"1034 , 1090 BOY SHIRT",SUITS DIRECT PTY LTD,20
15912,1357,1985 SUIT,SUITS DIRECT PTY LTD,95 / 23 
15913,1480,T128 TRS & VEST,GUNN'S MENSLAND,19.5
15914,654,1090 SHIRT ,GUNN'S MENSLAND,20 / 23 BIG
15915,1481,"1629, 1630 SHIRT",MICK T'S CLOTHING,20 / 23 BIG
15916,1362,917 JACKET,"NO 12 / 21-RFS, CHERMSIDE",20
15917,1382,1985,MC SPECIAL,75 / 90BIG / 22 / 27.5
15918,1482,D246,MC SPECIAL,75 / 100 BIG / 22 / 27.5BIG
15919,1454,1056 SHIRT,MICHAEL MOUBARAK T/AS PLOT,22 / 25 BIG
15920,1483,5910 JACKET,THE WEDDING SHOPPE - DUBBO,60
15921,1484,BON JACKET,"NO 12 / 21-RFS, CHERMSIDE",15
15922,181,PB BELT,FORMAL HIRE ARE US,10
15923,935,3603 JACKET,STYLE HEAVEN,20
15924,1363,987 JACKET,STYLE HEAVEN,25
15925,1485,6501/1 JACKET,STYLE HEAVEN,10
15926,1362,917 JACKET, STYLE HEAVEN,25
15927,1454,1056 SHIRT,WALLACE & CO,22 / 25 BIG
15928,1357,1985 SUIT,JOE LICHAA,85 / 22.50
15929,1486,2068/91 VEST,JOE LICHAA,22.5
15930,1487,917 & 987 JACKET ONLY,MOSS CLOTHING,25
15931,1373,5132 JACKET ,OPAL MALE FASHION ,35 / 40 BIG
15932,669,5502/4 SUIT,M&S,42.5 / 14
15933,1488,"6321,6321/24,6221,6001,68791",MOSS CLOTHING,13.5
15934,1287,"JOEL, JASON",SPOT ON FASHION,35
15935,1027,3474 BOY SHIRT,SUITS DIRECT PTY LTD,20
15936,1467,5910 LINEN JACKET,OPAL MALE FASHION ,60
15937,1489,V TIE,SPOT ON FASHION,9
15938,1443,V BOW TIE,SPOT ON FASHION,6
15939,1490,"6321,6001,6227 KNIT","NO 12 / 21-RFS, CHERMSIDE",10
15940,1390,T128 SUIT ,BEST DRESSED MAN,65 / 19.50 / 80 BIG / 25.00
15941,1023,"1090 , 1034 BOY SHIRT",SHIVAN 7 (OXY WEAR),16.5
15942,563,1602 JACKET,HEILBRONN'S MENSWEAR,25 / 30 BIG
15943,1362,917 JACKET,HEILBRONN'S MENSWEAR,25
15944,1491,"917 , 987 JACKET",JON KELL @23/05/2013 UP DATE,20
15945,951,4641 JACKET,JON KELL @ 23/05/2013 UP DATE,10
15946,1335,JM16 JACKET SPECIAL,JON KELL @ 23/05/2013 UP DATE,40
15947,910,TRACK PANT,AVESTA TAILORING,6 (BULK ORDER)
15948,678,5502/4 TRS,AVESTA TAILORING,16.5
15949,1432,"1630 SHIRT, 1629  SHIRT",THE WEDDING SHOPPE - DUBBO,22.5 / 25.5 BIG
15950,935,3603 JACKET,SHIVAN 7 (OXY WEAR),20
15951,691,81570/1 TRS,TERRACE EMPORIUM,21
15952,352,3208 TRS,TERRACE EMPORIUM,29
15953,1492,9268/13 TRS,TERRACE EMPORIUM,22
15954,1493,2029/18 TRS,TERRACE EMPORIUM,25
15955,626,TRIM TRS,TERRACE EMPORIUM,25
15956,1494,SHOE,TERRACE EMPORIUM,38.5
15957,1495,P1837/13 JACKET ONLY,ENVY U CLOTHING,60
15958,1215,1280 VELVET SUIT,SPOT ON FASHION,85 / 25 
15959,1480,T128 TRS & VEST,MR & MISS HOSPITALITY,19.5
15960,1496,6809 JACKET ONLY,ENVY U CLOTHING,60
15961,1497,"987, 917 JACKET",ENVY U CLOTHING,20
15962,1335,JM16 JACKET SPECIAL,BONAMAN-BROADMEADOWS,40
15963,1467,5910 LINEN JACKET,BONAMAN-BROADMEADOWS,60
15964,1498,81792/2 & K5936/34 SUIT,STEWARTS DEPT STORE,55 / 65 /75KING / 15 /20.5/ 26KING
15965,1499,81792/2 & K5936/34 BOY SUIT,STEWARTS DEPT STORE,VEST & TRS 13.5
15966,1500,BOY 6365 SHOE,SPOT ON FASHION,25
15967,786,ASSORTED FASHION TIE,ZIBARA,3
15968,1501,1776 TRS,THE ELEGANCE TAILORING,22
15969,1130,MF WHITE W2 DINNER JACKET ,GLADESVILLE FORMAL HIRE,65
15970,1502,P1837 JAKCET ONLY,OPAL MALE FASHION ,65
15971,1390,T128 SUIT ,SHIVAN 7 (OXY WEAR),65 / 19.5 / 80 BIG / 25
15972,1402,T128 BLACK SUIT,WILLIAM PANTHER,65 / 19.5 
15973,181,PB BELT,TRAMPS FOR MEN,8
15974,563,1602 JACKET,MC SPECIAL,22.50 / 27.5 BIG
15975,1335,JM16 JACKET SPECIAL,ELITE SHOP,40
15976,1503,JM15 JACKET SPECIAL,ELITE SHOP,40
15977,1504,917 & 987 JACKET,ELITE SHOP,20
15978,1427,T128 BOY SUIT,EAGLESHAMS MENSWEAR,55 / 16.5 
15979,474,BOY TRIM SUIT,EAGLESHAMS MENSWEAR,60 / 20 
15980,1505,2029/21 VEST,FORMAL IMAGE,23.1
15981,1390,T128 SUIT ,FORMAL IMAGE,65 / 19.50
15982,1506,D246 SUIT`,BLACK TIE BY XAVIER,89 / 25 
15983,1507,1609 CHINO PANT,BONAMAN-F/F 22/04/15,18
15984,910,TRACK PANT,ELITE SHOP,5
15985,559,JM06 JACKET ,BONAMAN-BROADMEADOWS,35 (SPECIAL)
15986,1508,1609 CHINO TRS,MALE MANOR,20
15987,910,TRACK PANT,BOSSCO FOR MEN,5
15988,1509,2560 KNITS,BOSSCO FOR MEN,18
15989,1510,11495 JACKET,"NO 12 / 21-RFS, CHERMSIDE",20
15990,1230,93393 JACKET ,BONAMAN-F/F 22/04/15,18
15991,1511,"11495 KNITS, 8726/1 KNITS",BONAMAN-F/F 22/04/15,18
15992,1512,JIMI SHOE,"NO 12 / 21-RFS, CHERMSIDE",45
15993,1513,JIMI SHOES,BONAMAN-BROADMEADOWS,40
15994,1514,"JASON, JOE, AUSTIN SHOES",BONAMAN-BROADMEADOWS,35
15995,1390,T128 SUIT ,JUST FORMAL - DARWIN,75 / 90 BIG / 22.50 TRS & VEST
15996,1515,"8703/1, 8610 KNITS","NO 12 / 21-RFS, CHERMSIDE",29
15997,1516,1629 SHIRT,GOLDERS MENSWEAR,25
