priceid,sku,title,Customer,Price
16096,150,"1034 SHIRT  , 1090 SHIRT",LEOTTA'S EMPROIUM,22 / 25 BIG
16097,1544,2017 POLO 17042 *****,"NO 12 / 21-RFS, CHERMSIDE",12.5
16098,308,VARCE TIE,ALL THINGS WEDDING,10
16099,633,VARCE BOW TIE,ALL THINGS WEDDING,6
16100,1545,1609  CHINO TRS,PAULS DISCOUNT JEANERY,19
16101,1546,1606 SHIRT ,PAULS DISCOUNT JEANERY,18
16102,1547,"POLO SHIRT WHITE, BLACK, NAVY",PAULS DISCOUNT JEANERY,6
16103,1516,1629 SHIRT,SUITS DIRECT PTY LTD,22 / 25 BIG
16104,1548,17 POLO,DOUG WATSONS,11.5
16105,1549,17 MR POLO SHIRT,DOUG WATSONS,20
16106,1548,17 POLO,JACK SIMMONS,11.5
16107,1390,T128 SUIT ,MAN UNITED,65 / 75 BIG
16108,1550,17 MR POLO,BROWNS MENSLAND 02/02/10,20
16109,1551,17 POLO SHIRT,BROWNS MENSLAND 03/02/10,11.5
16110,1550,17 MR POLO,BROWNS MENSLAND 03/2/10,20
16111,1552,9670/701 SUIT,SUITS 2U,85 / 23 / 115 BIG
16112,1548,17 POLO,BONAMAN-F/F ,10.5
16113,1553,T128 W2 DINNER SUIT,,80 / 95 BIG / 19.80
16114,1554,EPTON SHIRT,BONAMAN-F/F 22/04/15,10
16115,1555,BOY 80181 SHIRT,MS MENSWEAR- CAMPBELLTOWN,15.5
16116,1390,T128 SUIT ,ALL THINGS WEDDING,65 / 19.50
16117,1556,T128 W2 SUIT,JUST FORMAL - DARWIN,80
16118,1390,T128 SUIT ,SUITS 2U,65 / 19.5 / 80 BIG / 25 BIG
16119,1390,T128 SUIT ,THE ELEGANCE TAILORING,65 / 25 
16120,1557,9670/701 GREY CHECK SUIT,"NO 12 / 21-RFS, CHERMSIDE",75/ 22.50
16121,1300,3051 S/S SHIRT,PAULS DISCOUNT JEANERY,15
16122,1318,1096 S/S SHIRT,PAULS DISCOUNT JEANERY,15
16123,1558,LINEN S/S SHIRT (1488),PAULS DISCOUNT JEANERY,18
16124,1390,T128 SUIT ,GLEESONS MERCERY,65 / 19.5 / BIG 75 / 25
16125,1559,2017 POLO ,STREET SMART CLOTHING,12.5
16126,1516,1629 SHIRT,EDDYE'S,22
16127,459,V069 SHIRT,EDDYE'S,22 / 25 BIG
16128,1548,17 POLO,MILTONS GEAR,11.5
16129,1364,3208 W2 BOY SUIT,"NO 12 / 21-RFS, CHERMSIDE",70 / 21
16130,1052,BELT,MS MENSWEAR-CAMPBELLTOWN,11
16131,1238,22160/5 BOY SUIT,M&S,65 / 20 
16132,322,9637,THE HUT MENSWEAR,35
16133,535,3208 W2 SUIT,MAN UNITED,95 / 115 BIG
16134,1390,T128 SUIT ,VELE / SNK ,65 / 19.5 / 80 /25 BIG
16135,1560,1657 JACKET,DOUG WATSONS,39
16136,1427,T128 BOY SUIT,SPOT ON FASHION,55 / 16.5 
16137,1238,22160/5 BOY SUIT,FORMAL IMAGE,65
16138,1427,T128 BOY SUIT,THE ELEGANCE TAILORING,55 / 16.50
16139,1561,1303/96 SHINNY BOY BLACK SUIT,THE ELEGANCE TAILORING,65
16140,1562,9670 GREY SUIT,THE ELEGANCE TAILORING,75.00 / 22.50
16141,1445,CHINO PANT,THE ELEGANCE TAILORING,20
16142,1563,1303/96 SHINNY MEN SUIT,THE ELEGANCE TAILORING,85
16143,1564,K3078/36 W2 SUIT,THE ELEGANCE TAILORING,85
16144,1565,B845/101 W2 JACKET ONLY,THE ELEGANCE TAILORING,75
16145,1566,P2239/112 W2,THE ELEGANCE TAILORING,85
16146,1567,B790 SUIT,JIMANI CLOTHING,89
16147,1152,A5530/39 SUIT,THE ELEGANCE TAILORING,75
16148,1568,"P1837/6, P1837/15 JACKET ONLY",THE ELEGANCE TAILORING,75
16149,1569,P2288/783 BURG,THE ELEGANCE TAILORING,85
16150,1570,81792/2 CLEARANCE,ROMEO & JULIET,85 ALL SIZE
16151,1451,8944/633 BOY SUIT,THE ELEGANCE TAILORING,55 / 16.5
16152,1516,1629 SHIRT,CALABRO,20 / 23 BIG
16153,1516,1629 SHIRT,LOWES MENSWEAR,22 / 25 BIG
16154,1454,1056 SHIRT,THE ELEGANCE TAILORING,20 ALL SIZE / BOY 19
16155,1473,1156 SHIRT,THE ELEGANCE TAILORING,22 / 25 BIG
16156,1571,T128 JACKET ONLY,JIMANI CLOTHING,50 / 57.5 BIG
16157,1480,T128 TRS & VEST,JIMANI CLOTHING,16.5 / 22 
16158,1572,YF SHIRT,"NO 12 / 21-RFS, CHERMSIDE",25
16159,1373,5132 JACKET ,JOE LICHAA,39/ 44 BIG
16160,1516,1629 SHIRT,MILTONS GEAR,19 / 22 BIG
16161,1573,1630 SHIRT,MILTONS GEAR,20 / 23 BIG
16162,1574,"VARCE TIE (V TIE), PAISLEY",FORMALWEAR 2 SUIT U,10
16163,1562,9670 GREY SUIT,SHIVAN 7 (OXY WEAR),75 /19.80 
16164,1548,17 POLO,WALLACE & CO,11
16165,1575,2133/231 CHAR SUIT,BONAMAN-BROADMEADOWS,45.00 (IF TAKE ALL 30 PER SUIT)
16166,1576,"K5936/34, 81792/2, 81570/1 SUIT",GRANT RULES MENSWEAR,SPECIAL OFFER 55.00
16167,1577,"1027/1, 1027/2, 5502/4 SUIT",GRANT RULES MENSWEAR,SPECIAL OFFER 50.00
16168,1578,B845 W2 JACKET ONLY,"NO 12 / 21-RFS, CHERMSIDE",75
16169,1248,2 BUCKLE BELT,"NO 12 / 21-RFS, CHERMSIDE",15
16170,1551,17 POLO SHIRT,PAULS DISCOUNT JEANERY,10
16171,1579,T128 BLACK BOY TRS,CARNARVON MENSWEAR 5% DISCOUNT,18.54
16172,1390,T128 SUIT ,FIRST IMPRESSION,65 / 19.50 
16173,1580,"KELVIN , DYLAN SHOES","NO 12 / 21-RFS, CHERMSIDE",38.5
16174,1516,1629 SHIRT,ROMEO & JULIET,19.00 / 22 BIG
16175,1429,CHINO SHORT,ZIBARA,15
16176,1556,T128 W2 SUIT,BONANNO'S MENSWEAR,80 / 19.5
16177,654,1090 SHIRT ,OPAL MALE FASHION ,20 / 23 Big
16178,1390,T128 SUIT ,FORMAL HIRE ARE US,75 / 22.50 / 90 BIG
16179,1550,17 MR POLO,"NO 12 / 21-RFS, CHERMSIDE",25
16180,1581,COOL DRY POLO,"NO 12 / 21-RFS, CHERMSIDE",2.5
16181,1560,1657 JACKET,"NO 12 / 21-RFS, CHERMSIDE",40 / 45 IG
16182,150,"1034 SHIRT  , 1090 SHIRT",MENSLAND PORT PIRIE,18.50 / 21.5 BIG
16183,1445,CHINO PANT,SUITS DIRECT PTY LTD,22
16184,1556,T128 W2 SUIT,ELITE SHOP,75 / 19.5 
16185,5,COLOUR SUIT,BRUNO MOBILE SUITS,75.90 / 21.00
16186,535,3208 W2 SUIT,HOUSE OF ALBERT,95 / 35 (23/05/2018)
16187,1516,1629 SHIRT,MS MENSWEAR-CAMPBELLTOWN,18 / 21 BIG
16188,1582,AO TIE,"NO 12 / 21-RFS, CHERMSIDE",5
16189,842,8944/633 SUIT,JIMANI CLOTHING,75 / 22.5 
16190,1456,T128 TRS,KELLY COUNTRY,19.5
16191,757,CLEARANCE SHIRT,ELITE SHOP,7
16192,1583,CLEARANCE SHOES,ELITE SHOP,18.18
16193,1584,1149 SHIRT,ELITE SHOP,22.50 ALL SIZE
16194,1585,RFS TRS,CONSTANT,14.5
16195,468,PV TRS,CONSTANT,17.5
16196,626,TRIM TRS,CONSTANT,22
16197,467,PV SUIT,CONSTANT,60
16198,1390,T128 SUIT ,BYRNE CLOTHING,65 / 19.5 / 80 BIG / 25
16199,1586,62577 SUIT,ANNA RO,75 / 22.5 
16200,1478,AF028 TRS,MAVERIC CLOTHING,18
16201,1472,T128 BOY TRS,MICHAEL MUSARRA,16.5
16202,535,3208 W2 SUIT,LITTLE BLUE BRIDAL,99 /38.50
16203,961,3474 MEN SHIRT,CASA'S DEL,22
16204,1390,T128 SUIT ,MILTONS GEAR,"65 / 19.5, 80 BIG, +10 LAPEL"
16205,1587,5910 LINEN JACKET ONLY,STREET SMART CLOTHING,65
16206,1588,62577/174 SUIT,WALLACE & CO,85
16207,1589,5910 / 52 JACKET,WALLACE & CO,75
16208,220,BRACES,WALLACE & CO,10
16209,1590,2269/7 BLUE SUIT,C & K COLLECTION,70
16210,1591,62577/174. 62577/171 SUIT,MODERN MALE MENSWEAR,85
16211,1592,"9670/703, 701 SUIT",MODERN MALE MENSWEAR,75
16212,1495,P1837/13 JACKET ONLY,JENNY CAI FASHION / EASY CLOTHING,60
16213,53,MAVERICK SUIT,WILLIAM PANTHER,65 / 85 BIG
16214,1516,1629 SHIRT,THE HUT MENSWEAR,25 / 28 BIG
16215,1593,1034 BOY SHIRT,DAVID MARCS FORMAL HIRE,20
16216,1427,T128 BOY SUIT,DAVID MARCS FORMAL HIRE,55 / 16.5
16217,53,MAVERICK SUIT,FORMAL IMAGE,82.5
16218,1473,1156 SHIRT,FORMAL IMAGE,22 / 25 BIG
16219,1516,1629 SHIRT,JUST FORMAL - DARWIN,22 / 25 
16220,1390,T128 SUIT ,DAVID'S MENSWEAR,70/21
16221,1390,T128 SUIT ,STEWARTS DEPT STORE,75 / 21 / BIG 90 /26.5
16222,1594,POLY VISICO SUIT 8944/633,THE SHOP FOR MEN,75 / 100 BIG / 21 trs & vest
16223,1595,1609 CHINO SHORT AND PANT,THE SHOP FOR MEN,25
16224,1596,DYLAN TAN SHOES,THE SHOP FOR MEN,38.5
16225,738,1090,MS MENSWEAR-CAMPBELLTOWN,21
16226,1597,B790/ BROWN SUIT,THE ELEGANCE TAILORING,80
16227,1573,1630 SHIRT,DAVID'S MENSWEAR,22
16228,1556,T128 W2 SUIT,FORMALWEAR 2 SUIT U,80
16229,1598,DYLAN,ELITE SHOP,32.5
16230,1599,"1657,5132 JACKET ",BONAMAN-F/F 22/04/15,"39, 44 BIG"
16231,740,MF SHIRT ,ZEYBEND PTY LTD,18 / 21 BIG
16232,1600,"DYLAN , AUSTIN",THE HUT MENSWEAR,38.5
16233,1601,D246 BLUE SUIT,MS MENSWEAR- CAMPBELLTOWN,79 / 99 BIG / 20 /25.5 BIG
16234,1435,BOY T128 SUIT,MENSLAND PORT PIRIE,52.5 / 16.5 
16235,1427,T128 BOY SUIT,RUNDLE TAILORING,55 / 16.5 
16236,1602,9670 CHAR SUIT,JOE LICHAA,85 / 25 
16237,1603,1544/6 S /COAT,"NO 12 / 21-RFS, CHERMSIDE",45
16238,1604,6809 TAUPE S/COAT,"NO 12 / 21-RFS, CHERMSIDE",45
16239,1605,"6791/BLACK, NAVY","NO 12 / 21-RFS, CHERMSIDE",35
16240,1606,"1034, 1090  BOY SHIRT",E - MALE LIFESTYLE,21
16241,1607,P1837 JACKET ,"NO 12 / 21-RFS, CHERMSIDE",79
16242,1560,1657 JACKET,TOWNCARS,50 / 55 BIG
16243,1478,AF028 TRS,TOWNCARS,20
16244,1608,8702//2 JACKET ONLY,TOWNCARS,65
16245,150,"1034 SHIRT  , 1090 SHIRT",TOWNCARS,18.5
16246,1243,5110 SHIRT,FORMAL IMAGE,21 / 24 BIG
16247,1609,PLAIN POLO,MICK T'S CLOTHING,5
16248,1447,CHINO PANTS,ELITE SHOP,20
16249,1610,1238/1 SUIT,SPOT ON FASHION,80 / 23 
16250,1373,5132 JACKET ,MAVIKS MENSWEAR,50 / 55 BIG
16251,1611,1629,MAVIKS MENSWEAR,22 / 25 BIG
16252,1612,8641 LEATHER JACKET,MAVIKS MENSWEAR,129
16253,1613,62577/171 SUIT,JIMANI CLOTHING,89
16254,1614,8903 SUIT,"NO 12 / 21-RFS, CHERMSIDE",85 / 25 
16255,1615,T128 BOY ,NU MANZ,60 / 16.5
16256,1584,1149 SHIRT,CAXTON STREET AGENCIES,25 / 28 BIG
16257,1451,8944/633 BOY SUIT,JIMANI CLOTHING,55 / 16.5
16258,654,1090 SHIRT ,JIMANI CLOTHING,19 BOY & MEN
16259,1617,22160 JACKET,ID DEZINE,60 / 25 TRS & VEST 85 SUIT
16260,1473,1156 SHIRT,ID DEZINE,29
16261,1618,UB MATT TIE,ID DEZINE,6.5
16262,1619,MF DB SUIT,ID DEZINE,75
16263,1495,P1837/13 JACKET ONLY,JIMANI CLOTHING,75
16264,1620,EPTOM SHIRT,JON KELL @ 23/05/2013 UP DATE,7.5
16265,804,CLEARANCE TRS,JON KELL @ 23/05/2013 UP DATE,10
16266,1598,DYLAN,FORMAL HIRE ARE US,38.5
16267,1621,JOE,FORMAL HIRE ARE US,35
16268,1622,BOY MF WHITE W2 JACKET ONLY,SK MENSWEAR BLACK TOWN,50 (CHANGE PRICE @08/05/2018
16269,1623,1149 SHIRTS,EDGE SUIT OUTLET & RENTALS,27.5 / 30.5 BIG
16270,1624,11495 JACKET  ONLY,JON KELL @ 23/05/2013 UP DATE,15
16271,1625,93393 JACKET ONLY,JON KELL @ 23/05/2013 UP DATE,15
16272,1626,"1144 FC, 1149 WC SHIRT",OPAL MALE FASHION ,22 /24.2 BIG
16273,1627,KELVIN SHOES,FORMAL HIRE ARE US,45
16274,1628,33758 PURE WOOL SUIT,THE ELEGANCE TAILORING,130.00 / 39
16275,1020,LAVA,SK MENSWEAR BLACK TOWN,25 / 30.5 BIG
16276,1357,1985 SUIT,STEVE MENSLAND 5% DISCOUNT,89 / TRS & VEST 22
16277,1629,T128 SUIT BOY,TOP RYDE TAILORING,55 / 16.5 TRS
16278,467,PV SUIT,RFS BONNYRIGG;,60
16279,468,PV TRS,RFS BONNYRIGG;,17.5
16280,1478,AF028 TRS,RFS BONNYRIGG;,14.5
16281,1560,1657 JACKET,RFS BONNYRIGG;,35 / 40 BIG
16282,1373,5132 JACKET ,RFS BONNYRIGG;,35 / 40 BIG
16283,1153,JW15 JACKET ,RFS BONNYRIGG;,50
16284,1630,2 BUCKLE BELT SET,RFS BONNYRIGG;,15
16285,1573,1630 SHIRT,THE ELEGANCE TAILORING,20 / 23 BIG
16286,1631,31226 NAVY SUIT,THE ELEGANCE TAILORING,130
16287,1390,T128 SUIT ,ZIBARA,60 / 18
16288,394,JM02,PAULS DISCOUNT JEANERY,90 / 100 BIG
16289,1632,8692 KNIT WEAR,PAULS DISCOUNT JEANERY,20
16290,1640,3326 SHIRT ,PAULS DISCOUNT JEANERY,19
16291,1427,T128 BOY SUIT,BRUNO MOBILE SUITS,55 / 16.5 
16292,1390,T128 SUIT ,BLACK TIE BY XAVIER,"65 / 19.5 , BIG 80 /25"
16293,1634,"1027/1, 1199/58 SUIT",OPAL MALE FASHION ,35
16294,1435,BOY T128 SUIT,M&S,52 / 16.50
16295,1635,1602 JACKET ONLY,PAULS DISCOUNT JEANERY,22.5 / 26.5 BIG
16296,1636,2120  KNIT WEAR,PAULS DISCOUNT JEANERY,20
16297,1435,BOY T128 SUIT,OPAL MALE FASHION ,50 / 16.5
16298,1637,1657,STANLEY JOHNS,42.5 / 47.5 BIG
16299,563,1602 JACKET,STANLEY JOHNS,25 / 30 BIG
16300,1638,SD93393 JACKET,STANLEY JOHNS,20
16301,1639,8830 KNIT WEAR,STANLEY JOHNS,29
16302,1640,3326 SHIRT ,"NO 12 /21-RFS, CHERMSIDE",20 / 23 BIG
16303,1612,8641 LEATHER JACKET,"NO 12 / 21-RFS, CHERMSIDE",129
16304,654,1090 SHIRT ,THE ELEGANCE TAILORING,15 / 17 BIG
16305,1641,31225 PURE WOOL SUIT,ANNA RO,130
16306,1642,"P1837/15, 13 JACKET ONLY",ANNA RO,60
16307,1643,"P1837/15 , 13 JACKET ONLY ",ANNA RO,60
16308,1644,TOMPSON CARGO PANTS,JENNY CAI  FASHION / EASY CLOTHING,25
16309,1390,T128 SUIT ,MS MENSWEAR-CAMPBELLTOWN,65 / 80 BIG / 19.5 
16310,1435,BOY T128 SUIT,MS MENSWEAR-CAMPBELLTOWN,55 / 16.5
16311,1645,OGL TAIL SUIT,KINGSIZE MENSWEAR,110
16312,1646,RUGBY TOPS,"NO 12 / 21-RFS, CHERMSIDE",18.5
16313,1647,ZIP HOODY 29438,"NO 12 / 21-RFS, CHERMSIDE",15
16314,1197,22160/5 SUIT ,E-MALE,95 / 25 
16315,785,JM02 JACKET ,BYRNE CLOTHING,99 / 109 BIG
16316,1373,5132 JACKET ,BYRNE CLOTHING,50 / 55 BIG
16317,1427,T128 BOY SUIT,BYRNE CLOTHING,55
16318,1593,1034 BOY SHIRT,BYRNE CLOTHING,18.5
16319,1648,2560 KNIT,"NO 12 / 21-RFS, CHERMSIDE",22
16320,1530,2269/7 SUIT,BONAMAN-BROADMEADOWS,75 / 
16321,1387,BOY MF WHITE SUIT,SHIVAN 7 (OXY WEAR),45
16322,1649,BOY WHITE W2 DINNER JACKET ONLY,SHIVAN 7 (OXY WEAR),40
16323,757,CLEARANCE SHIRT,SHIVAN 7 (OXY WEAR),5
16324,1620,EPTOM SHIRT,SHIVAN 7 (OXY WEAR),6.5
16325,1650,"8066,9080,9080,8081,8067,8066 BOY SHIRT",M&S,12
16326,1651,YH & YF SHIRTS,M&S,10
16327,1373,5132 JACKET ,PAULS DISCOUNT JEANERY,45 / 50 BIG
16328,563,1602 JACKET,PAULS DISCOUNT JEANERY,22.5 / 26.5 BIG
16329,559,JM06 JACKET ,PAULS DISCOUNT JEANERY,40
16330,1646,RUGBY TOPS,PAULS DISCOUNT JEANERY,18
16331,1153,JW15 JACKET ,PAULS DISCOUNT JEANERY,50
16332,1652,WORKWEAR DENIM TOP,PAULS DISCOUNT JEANERY,10
16333,1653,1608 JACKET,PAULS DISCOUNT JEANERY,45
16334,1230,93393 JACKET ,PAULS DISCOUNT JEANERY,20
16335,1390,T128 SUIT ,JENNY CAI FASHION / EASY CLOTHING,65 / 80 BIG
16336,1427,T128 BOY SUIT,JENNY CAI FASHION / EASY CLOTHING,55 / 16.5
16337,1560,1657 JACKET,ELITE SHOP,35 / 45 BIG
16338,1653,1608 JACKET,"NO 12 / 21-RFS, CHERMSIDE",45
16339,831,CARGO PANT,JON KELL @ 23/05/2013 UP DATE,25
16340,1560,1657 JACKET,JON KELL @ 23/05/201 UP DATE,32.5
16341,1593,1034 BOY SHIRT,TONY BARLOW (BRISBANE),17.5
16342,1115,BOY PV TRS,TONY BARLOW (BRISBANE),17.5
16343,1052,BELT,ZIBARA,7
16344,1654,1544 PW SPORTS COAT,BONAMAN-F/F 22/04/15,40
16345,1655,6791 JACKET,BONAMAN-F/F 22/04/15,40
16346,1445,CHINO PANT,THE SUIT UP DEN,20
16347,1010,17089/2 TRS,THE SUIT UP DEN,23
16348,785,JM02 JACKET ,CALLUCCI MENSWEAR,90 / 100 BIG
16349,1149,3208 TAIL SUIT,MAN ABOUT FORMAL,120
16350,1427,T128 BOY SUIT,MICK T'S CLOTHING,55 / 16.5
16351,1656,LINEN JACKET 5910,SUITS 2U,65
16352,1530,2269/7 SUIT,SPOT ON FASHION,75 / 22.5
16353,1516,1629 SHIRT,NEW PARK SUIT HIRE ,23.10 / 26.1 BIG
16354,1657,11691 JACKET,JON KELL @22/05/2013 UP DATE,15
16355,1153,JW15 JACKET ,ZIBARA,50
16356,1427,T128 BOY SUIT,BONAMAN-BROADMEADOWS,50 /16.50
16357,1451,8944/633 BOY SUIT,SK MENSWEAR BLACK TOWN,50 / 17
16358,1427,T128 BOY SUIT,SK MENSWEAR BLACK TOWN,55 / 17
16359,1658,JM16,"NO 12 / 21-RFS, CHERMSIDE",45
16360,1644,TOMPSON CARGO PANTS,"NO 12 / 21-RFS, CHERMSIDE",25
16361,1435,BOY T128 SUIT,MAVERIC CLOTHING,52 / 16.50
16362,1646,RUGBY TOPS,SHIVAN 7 (OXY WEAR),5
16363,1659,T128  SUIT,JIMMY STUART,69 / 89 BIG
16364,1660,T128 W2 SUIT WITH LAPEL,JIMMY STUART,89 / 109 BIG
16365,1481,"1629, 1630 SHIRT",THE SUIT UP DEN,22.5 / 25.5 BIG
16366,1661,1280 VELVET JACKET,BRUNO MOBILE SUITS,69
