priceid,sku,title,Customer,Price
16367,1653,1608 JACKET,JON KELL @23/05/2013 UP DATE,25
16368,1484,BON JACKET,JON KELL @ 23/05/2013 UP DATE,5
16369,1662,JW15,JON KELL @ 23/05/2013 UP DATE,27
16370,1153,JW15 JACKET ,JON KELL @ 23/05/2013 UP DATE,27
16371,785,JM02 JACKET ,DAVID'S MENSWEAR,90 / 100 BIG
16372,1573,1630 SHIRT,MS MENSWEAR-CAMPBELLTOWN,18 / 21 BIG
16373,1663,BOY 6365 SHOES,CALABRO,30
16374,1447,CHINO PANTS,CALABRO,20
16375,1664,B845 JACKET,VELE / SNK ,75
16376,1357,1985 SUIT,THE SUIT UP DEN,89 / 23 / 139 BIG / 28.5 BIG
16377,1665,7089 TRIM SUIT,THE SUIT UP DEN,89 / 23 / 139 BIG / 28.5 BIG
16378,1666,BELTS IN BOXED,THE SUIT UP DEN,12
16379,459,V069 SHIRT,THE SUIT UP DEN,22 / 25 BIG
16380,1667,1056 BOY SHIRT,THE SUIT UP DEN,23
16381,1668,1056 MEN SHIRT,THE SUIT UP DEN,25 / 28 BIG
16382,1390,T128 SUIT ,THE SUIT UP DEN,65 / 19.5 / 80 BIG / 25 BIG
16383,1427,T128 BOY SUIT,THE SUIT UP DEN,55 / 16.5
16384,1669,1281 VELET W2 JACKET ,MOSS CLOTHING,75
16385,1427,T128 BOY SUIT,SUITS 2U,55 / 16.5
16386,1390,T128 SUIT ,ECHUCA FASHION CENTRE 19.01.10,69/R; 84/KING SIZE
16387,1456,T128 TRS,ECHUCA FASHION CENTRE 19.01.10,20
16388,1670,T128 VEST,ECHUCA FASHION CENTRE 19.01.10,25
16389,1671,VACE TIE,ECHUCA FASHION CENTRE 19.01.10,10
16390,98,SUIT BAGS,ECHUCA FASHION CENTRE 19.01.10,1.8
16391,1672,BETTS SHOE,"NO 12 / 21 -RFS,CHERMSIDE",25
16392,1525,T128 W2 WITH LAPEL SUIT,SK MENSWEAR BLACK TOWN,65 / 17
16393,1673,T128 MEN SUIT,SK MENSWEAR BLACK TOWN,65 / 19.5
16394,1674,P2241 2B SUIT,SPOT ON FASHION,70
16395,1675,P2051 W2 JACKET ONLY,SPSOT ON FASHION,60
16396,1675,P2051 W2 JACKET ONLY,SPOT ON FASHION,60
16397,1478,AF028 TRS,ELITE SHOP,15
16398,1676,NEW PATTERN TIES,GLEESONS MERCERY,11
16399,1677,NEW UB TIE,GLEESONS MERCERY,6.5
16400,1678,"JASON, 6365, DYLAN SHOES",ELITE SHOP,32.5
16401,1679,1034 SHIRT,THE SUIT UP DEN,18.5
16402,1390,T128 SUIT ,THE PREMIER STORE,65 / 19.5 / 80 BIG / 25
16403,122,BOY TIE,CADDS FASHION SURF AND SPORT 5%,8
16404,1680,P1985 POLY WOOL SUIT,JUST FORMAL - DARWIN,89
16405,1681,YH SHIRT,MODERN MALE MENSWEAR,11
16406,1682,"1281 VELVET W2 JACKET, P16",MICHAEL INNIS,85
16407,1679,1034 SHIRT,GOLDERS MENSWEAR,15
16408,1683,MF SHIRT L/S W,O'BRIEN'S 5%,18.5
16409,1684,3208 OGL TAIL SUIT,GEORGE GOOLEY,140
16410,1685,P1837 LEAF PATTERN JACKET ,MICHAEL INNIS,85
16411,1686,B845 PV PATTERN DINNER JACKET,MICHAEL INNIS,85
16412,1687,HOODY HL11691,"NO 12 / 21-RFS, CHERMSIDE",15
16413,1688,JIMMI SHOES,PAULS DISCOUNT JEANERY,45
16414,619,1034,VELE / SNK ,18
16415,1689,P2241 SUIT,"NO 12 / 21-RFS, CHERMSIDE",85 / 105BIG / TRS & VEST 25 /30.5 BIG
16416,1690,P2051 JACKET ONLY,"NO 12 / 21-RFS, CHERMSIDE",75
16417,1691,T128 W2 WITH LAPEL,NEW PARK SUIT HIRE ,85/100BIG 18/23.5BIG TRS
16418,1692,T128 ,MURFF'S CLASSIC,"75, 22.5TRS"
16419,1693,P2051 BLACK JACKET,EDGE SUIT OUTLET & RENTALS,75
16420,1694,BOY MF W2 JACKET,CLASSIQUE FORMAL HIRE,55
16421,1219,22160 SUIT,CLASSIQUE FORMAL HIRE,75
16422,1445,CHINO PANT,DALY MALE,22
16423,1689,P2241 SUIT,DALY MALE,85 /25
16424,1695,1281 VELVET JACKET,DALY MALE,75
16425,1696,P2051 JACKET,MOSS CLOTHING,75
16426,1664,B845 JACKET,MOSS CLOTHING,75
16427,1445,CHINO PANT,MOSS CLOTHING,22
16428,1697,"P1837, B845 JACKET",MOSS CLOTHING,75
16429,1698,P2051 W2 JACKET,OPAL MALE FASHION ,70
16430,1586,62577 SUIT,"NO 12 / 21-RFS, CHERMSIDE",75
16431,1699,1629;,BLACK TIE BY XAVIER,20
16432,1700,JIMMY BOOTS,MAN ABOUT FORMAL,45
16433,1701,P2241,GENTLEMENS OUTFITS - CHAR,85
16434,1702,VELVET JACKET,GENTLEMENS OUTFITS --CHAR,75
16435,1593,1034 BOY SHIRT,GENTLEMENS OUTFITS --CHAR,19
16436,1703,P1837 W2 JACKET ONLY,GENTLEMENS OUTFITS --CHAR,70
16437,1704,CONSTANT SHIRT,"NO 12 / 21-RFS, CHERMSIDE",12
16438,1705,CONSTANT JEANS,"NO 12 / 21-RFS, CHERMSIDE",15
16439,1706,JB TIE,"NO 12 / 21-RFS, CHERMSIDE",6.5
16440,1707,UB TIE,"NO 12 / 21-RFS, CHERMSIDE",5.5
16441,1708,8944 SUIT (WITH TRIM),BRUNO MOBILE SUITS,79/22.5
16442,1692,T128 ,MAVIKS MENSWEAR,"65, 80 BIG, 19.8VEST, 55/16.5BOY TRS"
16443,1709,"6365, JASON",MAVIKS MENSWEAR,38.5
16444,740,MF SHIRT ,MAVIKS MENSWEAR,"18.15 BOY, 18.5 MEN, BIG 20.35"
16445,1710,"VARCE SATIN TIE8CM, 5CM",MAVIKS MENSWEAR,10
16446,1711,TRIM BOY VEST,MAVIKS MENSWEAR,22.1
16447,328,SUIT BAG,MAVIKS MENSWEAR,1.8
16448,1219,22160 SUIT,MAVIKS MENSWEAR,75/22.5
16449,1712,1630,MAVIKS MENSWEAR,22
16450,1713,81570 VEST,MAVIKS MENSWEAR,25.3
16451,1425,MF W2 DINNER JACKET ,MAVIKS MENSWEAR,65
16452,1714,8944 PV TRS,MAVIKS MENSWEAR,19.8
16453,1715,AF028 TR,MAVIKS MENSWEAR,15
16454,1716,HL11691 JACKET,MAVIKS MENSWEAR,15
16455,1467,5910 LINEN JACKET,MAVIKS MENSWEAR,"65,75 BIG"
16456,1385,PC BUSINESS SHIRT,MAVIKS MENSWEAR,10
16457,601,V069,MAVIKS MENSWEAR,"10, 15BIG"
16458,1717,11691M JACKET,MAVIKS MENSWEAR,15
16459,228,RFS SHIRT,MAVIKS MENSWEAR,5
16460,1719,BAMBOO SHIRT L/S,MAVIKS MENSWEAR,25
16461,1720,"MF VEST, TRS",MAVIKS MENSWEAR,21
16462,1721,"TRENT, JUSTIN SHOES",MAVIKS MENSWEAR,25
16463,1722,1608 JACKET ONLY,ELITE SHOP,30
16464,1723,15502 BEIGE SUIT,"NO 12 / 21-RFS, CHERMSIDE",65
16465,1724,8944 NO TRIM,"NO 12 / 21-RFS, CHERMSIDE","65/100 PV PRICE, 19.8 TRS"
16466,1725,BAMBOO SHIRT COL,TOTALLY WORKWEAR,25/28 BIG
16467,1726,62577,BONAMAN-BROADMEADOWS,75/17.5
16468,1682,"1281 VELVET W2 JACKET, P16",BRUNO MOBILE SUITS,69
16469,1553,T128 W2 DINNER SUIT,FORMAL HIRE ARE US,85 / 22.50 / 100 BIG /28 BIG
16470,1727,K5936 SUIT,"NO 12 21-RFS, CHERMSIDE",65
16471,714,CLEARANCE SUIT,"NO 12 / 21-RFS, CHERMSIDE",35
16472,1728,P2051 W2JA SLIM,THE HUT MENSWEAR,79
16473,1689,P2241 SUIT,BOSTON FOR MEN,89
16474,1729,"B845, P2051 JACKET",BOSTON FOR MEN,79
16475,1679,1034 SHIRT,BOSTON FORMEN,20
16476,1681,YH SHIRT,BOSTON FOR MEN,11
16477,1679,1034 SHIRT,BOSTON FOR MEN,20
16478,1682,"1281 VELVET W2 JACKET, P16",BOSTON FOR MEN,79
16479,1730,1281 VELVET JACKET ONLY,FORMAL IMAGE,75
16480,1690,P2051 JACKET ONLY,FORMAL IMAGE,75
16481,1731,P16 JACKET ONLY,FORMAL IMAGE,75
16482,690,"TRIM, D246 SUIT",BeauxLaidy Family Fashion,"85/25, 59BOY"
16483,1692,T128 ,BeauxLaidy Family Fashion,"79 JACKET ONLY BIG, 16.5 BOY"
16484,1481,"1629, 1630 SHIRT",BeauxLaidy Family Fashion,20/25.5 BIG
16485,814,VARCE SATIN TIE,BeauxLaidy Family Fashion,10
16486,1732,L3600 PV SELF STRIPE SUIT,BeauxLaidy Family Fashion,75 ALL
16487,1593,1034 BOY SHIRT,BeauxLaidy Family Fashion,20
16488,1368,5132 VS JACKET,BeauxLaidy Family Fashion,40/45 BIG
16489,740,MF SHIRT ,BeauxLaidy Family Fashion,20 ALL SIZE
16490,1733,5110 PC SHIRT,BeauxLaidy Family Fashion,20
16491,98,SUIT BAGS,BeauxLaidy Family Fashion,2.2
16492,1679,1034 SHIRT,BeauxLaidy Family Fashion,22/25 BIG
16493,1734,5910,FORMALWEAR 2 SUIT U,65/25
16494,1735,P1818 JACKET,FORMALWEAR 2 SUIT U,65
16495,1736,1281 W2 JACKET BURGUNDY,"NO 12 / 21-RFS, CHERMSIDE",75
16496,1737,T128 W2,MAN ABOUT FORMAL,90
16497,1593,1034 BOY SHIRT,OPAL MALE FASHION ,20
16498,1738,P16 PAISLEY DINNER JACKET ,SHIVAN 7 (OXY WEAR),70
16499,1682,"1281 VELVET W2 JACKET, P16",SHIVAN 7 (OXY WEAR),70
16500,1248,2 BUCKLE BELT,ELITE SHOP,15
16501,1739,81792 K5936 VEST,MALENY MENSWEAR,17
16502,1740,"D246, 22160 TRIM",ANNA RO,75/90BIG
16503,1741,P2241 TRIM,ANNA RO,85
16504,1742,JM 16,GOLDER - ROMA,45
16505,1743,"1057, 1058 SHIRT","NO 12 / 21-RFS, CHERMSIDE",27.5
16506,1744,T128 PV,MICHAEL INNIS,75
16507,1692,T128 ,THE HUT MENSWEAR,65
16508,1425,MF W2 DINNER JACKET ,THE HUT MENSWEAR,60
16509,1682,"1281 VELVET W2 JACKET, P16",THE HUT MENSWEAR,79
16510,1653,1608 JACKET,BELLO PER TE-GALSTON,45
16511,1697,"P1837, B845 JACKET",BELLO PER TE-GALSTON,75
16512,1745,"MF W2, 5910  LINEN JACKET",BELLO PER TE-GALSTON,"65/75, 55 BOY"
16513,662,COL SUIT,BELLO PER TE-GALSTON,71.5
16514,690,"TRIM, D246 SUIT",BELLO PER TE-GALSTON,"85, 135 BIG; 65/20 BOY "
16515,1746,"62577 PW, P2241 SUIT",BELLO PER TE-GALSTON,85
16516,1747,UB CHECK SHIRT,BELLO PER TE-GALSTON,20
16517,1681,YH SHIRT,BELLO PER TE-GALSTON,15/18
16518,1548,17 POLO,BELLO PER TE-GALSTON,12.5
16519,1706,JB TIE,BELLO PER TE-GALSTON,5.5
16520,1748,2269 SUIT,BELLO PER TE-GALSTON,75
16521,1749,D246 VEST&TR,BELLO PER TE-GALSTON,22
16522,1682,"1281 VELVET W2 JACKET, P16",BELLO PER TE-GALSTON,79
16523,1750,BAMBOO L/S SHIRT,BELLO PER TE-GALSTON,25 ALL SIZE
16524,1481,"1629, 1630 SHIRT",BELLO PER TE-GALSTON,25/28
16525,1751,1609 CHINO PANTS,BELLO PER TE-GALSTON,25
16526,328,SUIT BAG,BELLO PER TE-GALSTON,1.8
16527,1752,TRIM TR,BELLO PER TE-GALSTON,22
16528,1288,MF COL TRS,BELLO PER TE-GALSTON,"16.5, MAN &BOY"
16529,1753,CARRY BAG,BELLO PER TE-GALSTON,0.3
16530,1754,P1985 SUIT,BELLO PER TE-GALSTON,"85/22, 115"
16531,1219,22160 SUIT,BELLO PER TE-GALSTON,"75/22.5 TR&VEST, 65/20 BOY"
16532,1698,P2051 W2 JACKET,BELLO PER TE-GALSTON,75
16533,788,3208 W2 DINNER SUIT,BELLO PER TE-GALSTON,99/35 TRS
16534,1756,8944 PV SUIT,BELLO PER TE-GALSTON,65
16535,1757,P2087 JACKET,BELLO PER TE-GALSTON,75
16536,1758,3474 NT SHIRT,BELLO PER TE-GALSTON,22.5
16537,1743,"1057, 1058 SHIRT",BELLO PER TE-GALSTON,27.5
16538,1478,AF028 TRS,BELLO PER TE-GALSTON,13.5
16539,814,VARCE SATIN TIE,BELLO PER TE-GALSTON,10
16540,1759,PUFF VEST,BELLO PER TE-GALSTON,15
16541,1760,D177 SUIT,BELLO PER TE-GALSTON,99
16542,1692,T128 ,BELLO PER TE-GALSTON,16.5 BOY TR
16543,1761,"1629, 1630,1034, 5110, 1056, 1149 SHIRT",BELLO PER TE-GALSTON,25
16544,1762,1090 BOY,BELLO PER TE-GALSTON,16.5
16545,1763,1027 BOY SUIT,BELLO PER TE-GALSTON,65
16546,1217,1303 SUIT,BELLO PER TE-GALSTON,75
16547,1764,5502 SUIT,STEWARTS MENSWEAR,55
16548,1551,17 POLO SHIRT,NEW PARIS ,9
16549,1765,18 POLO SHIRT,CASSIDYS DEPARTMENT,12.9
16550,1447,CHINO PANTS,BAS LE MODE,22
16551,1695,1281 VELVET JACKET,RAMBRANDT SUITS - BROOKVALE,75
16552,1766,K5936 BOY TR,DOUG WATSONS,18.15
16553,1767,TRIM BOY,SUITS DIRECT PTY LTD,65/20
16554,1768,BOY 3208 W2 SUIT,SHIVAN 7 (OXY WEAR),70 / 21 
16555,1390,T128 SUIT ,HORNSBY TAILOR,75 / 19.5 
16556,1769,B845 W2 JACKET,CALABRO,75
16557,1606,"1034, 1090  BOY SHIRT",MILTONS GEAR,16.5
16558,1770,BAMBOO SHIRT,"NO 12 / 21-RFS, CHERMSIDE",25
16559,1456,T128 TRS,BAMAGA DREAMTIME,21
16560,345,MF TRS,BAMAGA DREAMTIME,21
16561,1771,BAMBOO POLO SHIRT,"NO 12 / 21-RFS, CHERMSIDE",15
16562,1451,8944/633 BOY SUIT,ELITE SHOP,50/17.6
16563,242,3208 W2,JACK SIMMONS,95
16564,1770,BAMBOO SHIRT,PAULS DISCOUNT JEANERY,22.5
16565,1772,1281 VELVET W2,MS MENSWEAR-NARELLAN,79
16566,1773,2 BUCKLE BELT IN BOX,AVESTA TAILORING,12
16567,1774,BELT BOXED,AVESTA TAILORING,11
16568,1775,B845  JACKET ONLY,FORMAL IMAGE,75
16569,877,8944/633 PV SUIT,BRUNO MOBILE SUITS,75 / 21
16570,1390,T128 SUIT ,MACDONALD FASHION,75 / 21 
16571,1776,B6365 BOY SHOES,SHIVAN 7,22.5
16572,327,WC SHIRT,MAN ABOUT FORMAL,22
16573,1777,2018 POLO,STREET SMART CLOTHING,12.5
16574,1390,T128 SUIT ,STREET SMART CLOTHING,65 / 19.5 
16575,1778,MF SHIRT L/S,BON MARCHE MENSLAND,21 / 23 big
16576,1779,MF S/S SHIRT,BON MARCHE MENSLAND,21/23 big
16577,1780,2017 POLO (MR),EDDYE'S,15
16578,1777,2018 POLO,EDDY'S,12.5
16579,1781,DENIM SHORTS,"NO 12 / 21-RFS, CHERMSIDE",10
16580,1731,P16 JACKET ONLY,JOE LICHAA,75
16581,1782,1629 BOY SHIRT ,THE WEDDING SHOPPE - DUBBO,20
16582,1783,18 POLO,WALLACE & CO,12
16583,1784,BAMBOO SHIRTS ,THE ELEGANCE TAILORING,17/20 BIG
