priceid,sku,title,Customer,Price
8042,10,"VARCE PIN STRIP B3/19,35",ROSEY'S  BRIDAL WEAR,82.5
8043,51,PIN TRS VEST B3/19 TRS,ROSEY'S  BRIDAL WEAR,21.45
8044,12,SATIN TIE & BOW TIE,ROSEY'S  BRIDAL WEAR,5.5
8045,100,BELT IN BOX,ROSEY'S  BRIDAL WEAR,11
8046,52,SHOES 4602#,ROSEY'S  BRIDAL WEAR,38.5
8047,78,"6366, 6365, 6364, 1857,4602,9637",ROSEY'S  BRIDAL WEAR,38.5
8048,1,MICRO FIRBE TRS  & COL TRS,ROSS DENNIS,19.31
8049,2,MF LS SHIRT,ROSS DENNIS,18.48
8050,49,M/TWIST SUIT,ROSS DENNIS,42.50
8051,50,M/TWIST TRS,ROSS DENNIS,13.75
8052,7,M/TWIST VEST,ROSS DENNIS,17
8053,85,XERO TRS,ROSS DENNIS,13.75
8054,86,MF STRETCH TRS ,ROSS DENNIS,16.39
8055,4,MF SUIT,ROSS DENNIS,75
8056,53,MAVERICK SUIT,ROSS DENNIS,88
8057,8,SATIN VEST,ROSS DENNIS,18.15
8058,9,MF VEST BLACK,ROSS DENNIS,16.5
8059,72,COLOUR VEST ,ROSS DENNIS,23 / DNS VEST 19.00
8060,5,COLOUR SUIT,ROSS DENNIS,77
8061,15,PC BUS' SHT,ROSS DENNIS,10.29
8062,55,FC BUS' SHT 1143 SHIRT,ROSS DENNIS,7.5
8063,79,FA FB CUFFINS SHIRTS,ROSS DENNIS,22
8064,147,VARCE CUFF SHT D11,ROSS DENNIS,22
8065,16,Y6377,ROSS DENNIS,20.9
8066,17,V069 V069,ROSS DENNIS,22.00 (SCUZZATTI)
8067,90,1984 SHIRT,ROSS DENNIS,20
8068,56,"URBAN D06,07,08",ROSS DENNIS,22
8069,20,VARCE POLY/W 31332/10 3208,ROSS DENNIS,93.50/137.50BIG
8070,21,POLY/W VEST TRS & 3208 TRS,ROSS DENNIS,27.5
8071,120,POLY W 2019.00,ROSS DENNIS,93.5
8072,23,"PURE WOOL 31226, 31333",ROSS DENNIS,132
8073,24,PURE W TRS VEST 03T/29,ROSS DENNIS,42.9
8074,28,PURE W 31820/2A 31820/2D 21564/2A,ROSS DENNIS,141.9
8075,30,"LW TRIM SUIT D246, 1985",ROSS DENNIS,89.00
8076,33,POLY VISCOVE  SUIT,ROSS DENNIS,71.50/104.50BIG
8077,34,POLY VISCOSE TRS/VEST,ROSS DENNIS,18.59/19.69X-F
8078,35,POLY VISCOVE KID SUITS,ROSS DENNIS,17.6 KID TRS
8079,36,INJECTION LW SUIT,ROSS DENNIS,PV 55.00 /15
8080,6,PINSTRIP PINSTRIP ,ROSS DENNIS,75.9
8081,65,PINSTRIP 12TRS,ROSS DENNIS,21.45
8082,10,"VARCE PIN STRIP B3/19,35",ROSS DENNIS,75.9
8083,68,POLY RIB TRS,ROSS DENNIS,21.45
8084,39,JACKET 1602,ROSS DENNIS,21.45
8085,96,3663,ROSS DENNIS,39.6
8086,13, BOY MF TRS,ROSS DENNIS,17.6
8087,14,BOY MF SHT,ROSS DENNIS,17.6
8088,11,BOY SUIT,ROSS DENNIS,38.5
8089,40,BOY VEST,ROSS DENNIS,17.6
8090,81,PIN STR' BOY SUIT,ROSS DENNIS,53.9
8091,98,SUIT BAGS,ROSS DENNIS,1.8
8092,115,NEW TIE & CUFF SET BOX,ROSS DENNIS,15
8093,12,SATIN TIE & BOW TIE,ROSS DENNIS,6.05
8094,41,"FASHION TIE, P-TIE",ROSS DENNIS,9
8095,111,VARCE SILK TIE BOX,ROSS DENNIS,9.9
8096,42,WINTER COAT 3/4 5062.00 5064.00,ROSS DENNIS,99
8097,101,"3687, 3640",ROSS DENNIS,85
8098,43,VARCE JACKET Y04,ROSS DENNIS,85
8099,112,"SPORT COAT POLYWOOL 9346/3, 9246/2",ROSS DENNIS,60
8100,52,SHOES 4602#,ROSS DENNIS,30.8
8101,78,"6366, 6365, 6364, 1857,4602,9637",ROSS DENNIS,38.5
8102,113,"ALL SHOES 1856, 1857 ,1858,6365,6366, AUSTIN SHOES",ROSS DENNIS,38.5
8103,126,NEW SHOE 0813#,ROSS DENNIS,38.5
8104,48,2032/13 SPORTS JKT 3208 NAVY OTHER,ROSS DENNIS,BUSI' 18.59SUIT BAG 1.87
8105,103,KING SIZE P/C SHT,ROSS DENNIS,MTS 11.00
8106,1,MICRO FIRBE TRS  & COL TRS,RUNDLE TAILORING,23.1
8107,2,MF LS SHIRT,RUNDLE TAILORING,23.1
8108,49,M/TWIST SUIT,RUNDLE TAILORING,38.5
8109,4,MF SUIT,RUNDLE TAILORING,75.9
8110,53,MAVERICK SUIT,RUNDLE TAILORING,93.5
8111,5,COLOUR SUIT,RUNDLE TAILORING,75.90/85.90 BIG 4/09/07
8112,15,PC BUS' SHT,RUNDLE TAILORING,10.89
8113,55,FC BUS' SHT 1143 SHIRT,RUNDLE TAILORING,22.00
8114,17,V069 V069,RUNDLE TAILORING,22
8115,18,V069 KID,RUNDLE TAILORING,21
8116,104,POLY W 5808.00 6009/12,RUNDLE TAILORING,104.5
8117,23,"PURE WOOL 31226, 31333",RUNDLE TAILORING,148.5
8118,24,PURE W TRS VEST 03T/29,RUNDLE TAILORING,38.5
8119,58,LW SUIT,RUNDLE TAILORING,86.9
8120,33,POLY VISCOVE  SUIT,RUNDLE TAILORING,75.90/KID 53.90 /99.00 / 132.00
8121,34,POLY VISCOSE TRS/VEST,RUNDLE TAILORING,27.5
8122,35,POLY VISCOVE KID SUITS,RUNDLE TAILORING,53.90/18.15TRS
8123,6,PINSTRIP PINSTRIP ,RUNDLE TAILORING,93.5
8124,10,"VARCE PIN STRIP B3/19,35",RUNDLE TAILORING,75.90 13/08/07
8125,51,PIN TRS VEST B3/19 TRS,RUNDLE TAILORING,21.45
8126,14,BOY MF SHT,RUNDLE TAILORING,17.05
8127,12,SATIN TIE & BOW TIE,RUNDLE TAILORING,5.5
8128,41,"FASHION TIE, P-TIE",RUNDLE TAILORING,8
8129,117,JKT01 JKT02 LEATHER JACKET,RUNDLE TAILORING,121
8130,78,"6366, 6365, 6364, 1857,4602,9637",RUNDLE TAILORING,38.5
8131,39,JACKET 1602,SACKS MENSWEAR,27.50 INL
8132,48,2032/13 SPORTS JKT 3208 NAVY OTHER,SACKS MENSWEAR,3652  38.50 INL
8133,2,MF LS SHIRT,SAUERS CLOTHING SUPPLIES,21
8134,30,"LW TRIM SUIT D246, 1985",SAUERS CLOTHING SUPPLIES,65 BOY
8135,14,BOY MF SHT,SAUERS CLOTHING SUPPLIES,15
8136,78,"6366, 6365, 6364, 1857,4602,9637",SAUERS CLOTHING SUPPLIES,35
8137,49,M/TWIST SUIT,SBW CLOTHING,44
8138,50,M/TWIST TRS,SBW CLOTHING,13.75
8139,4,MF SUIT,SBW CLOTHING,64.9
8140,16,Y6377,SBW CLOTHING,18.7
8141,124,WOOL BAND SPORT JACKET 3208NAVY 2032/13,SBW CLOTHING,99
8142,104,POLY W 5808.00 6009/12,SBW CLOTHING,104.5
8143,21,POLY/W VEST TRS & 3208 TRS,SBW CLOTHING,31.9
8144,23,"PURE WOOL 31226, 31333",SBW CLOTHING,148.5
8145,31,SPUER 100 SUIT,SBW CLOTHING,165
8146,33,POLY VISCOVE  SUIT,SBW CLOTHING,77
8147,34,POLY VISCOSE TRS/VEST,SBW CLOTHING,19.69
8148,113,"ALL SHOES 1856, 1857 ,1858,6365,6366, AUSTIN SHOES",SBW CLOTHING,38.5
8149,79,FA FB CUFFINS SHIRTS,SCARF ONE PTY LTD,13.75
8150,21,POLY/W VEST TRS & 3208 TRS,SCARF ONE PTY LTD,23.5
8151,59,LW TRS / VEST,SCARF ONE PTY LTD,25
8152,34,POLY VISCOSE TRS/VEST,SCARF ONE PTY LTD,18.15
8153,44,JKT 3803-2 3803-1,SCARF ONE PTY LTD,40
8154,1,MICRO FIRBE TRS  & COL TRS,SERHANS MENSWEAR,20.35
8155,2,MF LS SHIRT,SERHANS MENSWEAR,20.35
8156,49,M/TWIST SUIT,SERHANS MENSWEAR,42.9
8157,5,COLOUR SUIT,SERHANS MENSWEAR,82.5
8158,6,PINSTRIP PINSTRIP ,SERHANS MENSWEAR,82.5
8159,10,"VARCE PIN STRIP B3/19,35",SERHANS MENSWEAR,82.5
8160,12,SATIN TIE & BOW TIE,SERHANS MENSWEAR,6.05
8161,1,MICRO FIRBE TRS  & COL TRS,SHAMROCK,16.5
8162,2,MF LS SHIRT,SHAMROCK,16.5
8163,49,M/TWIST SUIT,SHAMROCK,38.5
8164,50,M/TWIST TRS,SHAMROCK,13.75
8165,7,M/TWIST VEST,SHAMROCK,13.75
8166,85,XERO TRS,SHAMROCK,11
8167,3,MF SS SHT,SHAMROCK,16.5
8168,4,MF SUIT,SHAMROCK,66 (B SUIT 30.00)
8169,8,SATIN VEST,SHAMROCK,19.25
8170,9,MF VEST BLACK,SHAMROCK,18.59
8171,87,SHINNY SUIT,SHAMROCK,70 / 17.50 VEST
8172,146,TC BUS' SHT,SHAMROCK,9.79
8173,15,PC BUS' SHT,SHAMROCK,9.79
8174,185,BV S/S,SHAMROCK,12
8175,55,FC BUS' SHT 1143 SHIRT,SHAMROCK,15.4
8176,16,Y6377,SHAMROCK,18.7
8177,17,V069 V069,SHAMROCK,18.5 / 21.8 BIG
8178,18,V069 KID,SHAMROCK,17.7
8179,137,1028 SHIRT,SHAMROCK,19.7
8180,127,JB SHIRT 51145,SHAMROCK,20
8181,20,VARCE POLY/W 31332/10 3208,SHAMROCK,97.9 /112.90 BIG ALLPHONE 55
8182,104,POLY W 5808.00 6009/12,SHAMROCK,104.5
8183,21,POLY/W VEST TRS & 3208 TRS,SHAMROCK,27.5
8184,120,POLY W 2019.00,SHAMROCK,104.5
8185,22,"POLY WOOL TRS 2019,31332",SHAMROCK,27.5
8186,23,"PURE WOOL 31226, 31333",SHAMROCK,135
8187,24,PURE W TRS VEST 03T/29,SHAMROCK,38.5
8188,26,PURE W 31081/W1.4,SHAMROCK,135
8189,27,PURE W 31081/2TR VEST,SHAMROCK,45
8190,75,MIRNING 31081 MORNING,SHAMROCK,165
8191,28,PURE W 31820/2A 31820/2D 21564/2A,SHAMROCK,132
8192,29,PURE WOOL SLIM FIT SUIT,SHAMROCK,110 / 29 TRS & VEST
8193,58,LW SUIT,SHAMROCK,85 / 87515/3 SPECIAL 60.0
8194,59,LW TRS / VEST,SHAMROCK,23.10 /55.00 VEST
8195,30,"LW TRIM SUIT D246, 1985",SHAMROCK,90
8196,60,NZ SUITS  (FASHION PV),SHAMROCK,90
8197,109,PURE W 31900/1,SHAMROCK,132
8198,33,POLY VISCOVE  SUIT,SHAMROCK,$65/ 110 BIG(8159/29 &71206 $40)87515/3 SUIT 60.00
8199,34,POLY VISCOSE TRS/VEST,SHAMROCK,19.25 / 24.75
8200,35,POLY VISCOVE KID SUITS,SHAMROCK,53.9 / 18.15 T&V
8201,36,INJECTION LW SUIT,SHAMROCK,LW65/17.5 TRS
8202,153,T SHT L/S,SHAMROCK,16.5
8203,37,SWEATER A3118,SHAMROCK,18.7
8204,38,NEW KNITS 2014,SHAMROCK,12
8205,6,PINSTRIP PINSTRIP ,SHAMROCK,75.9
8206,65,PINSTRIP 12TRS,SHAMROCK,20.9
8207,10,"VARCE PIN STRIP B3/19,35",SHAMROCK,75.9
8208,51,PIN TRS VEST B3/19 TRS,SHAMROCK,20.9
8209,67,POLY RIB POLY RIB SUIT,SHAMROCK,82.5
8210,68,POLY RIB TRS,SHAMROCK,20.9
8211,13, BOY MF TRS,SHAMROCK,14.3
8212,14,BOY MF SHT,SHAMROCK,14.3
8213,40,BOY VEST,SHAMROCK,14.3
8214,81,PIN STR' BOY SUIT,SHAMROCK,53.9
8215,12,SATIN TIE & BOW TIE,SHAMROCK,SLIM TIE 6.60
8216,42,WINTER COAT 3/4 5062.00 5064.00,SHAMROCK,88
8217,101,"3687, 3640",SHAMROCK,99
8218,78,"6366, 6365, 6364, 1857,4602,9637",SHAMROCK,33
8219,113,"ALL SHOES 1856, 1857 ,1858,6365,6366, AUSTIN SHOES",SHAMROCK,33
8220,125,0701,SHAMROCK,33
8221,118,693/9 E7142,SHAMROCK,20
8222,70,1080/3 203/1,SHAMROCK,33
8223,1,MICRO FIRBE TRS  & COL TRS,SHAZZAM TORONTO,19.25
8224,2,MF LS SHIRT,SHAZZAM TORONTO,17.60 /19.80 BIG/ WC 19.80
8225,49,M/TWIST SUIT,SHAZZAM TORONTO,44.00/49.50 BIG
8226,50,M/TWIST TRS,SHAZZAM TORONTO,13.2
8227,7,M/TWIST VEST,SHAZZAM TORONTO,22.00 / 25.30 BIG
8228,86,MF STRETCH TRS ,SHAZZAM TORONTO,16.5
8229,4,MF SUIT,SHAZZAM TORONTO,75.9
8230,8,SATIN VEST,SHAZZAM TORONTO,22
8231,9,MF VEST BLACK,SHAZZAM TORONTO,22
8232,72,COLOUR VEST ,SHAZZAM TORONTO,22
8233,5,COLOUR SUIT,SHAZZAM TORONTO,75
8234,87,SHINNY SUIT,SHAZZAM TORONTO,70
8235,54,DPC BUS' SHT,SHAZZAM TORONTO,13.75
8236,15,PC BUS' SHT,SHAZZAM TORONTO,11
8237,55,FC BUS' SHT 1143 SHIRT,SHAZZAM TORONTO,22.00 NEW / 25 BIG
8238,16,Y6377,SHAZZAM TORONTO,19.25
8239,17,V069 V069,SHAZZAM TORONTO,20.9 / 24.20 BIG / @25 (46-60)
8240,18,V069 KID,SHAZZAM TORONTO,19.9
8241,20,VARCE POLY/W 31332/10 3208,SHAZZAM TORONTO,89 / 104BIG
8242,21,POLY/W VEST TRS & 3208 TRS,SHAZZAM TORONTO,31.9
8243,23,"PURE WOOL 31226, 31333",SHAZZAM TORONTO,148.5
8244,24,PURE W TRS VEST 03T/29,SHAZZAM TORONTO,45
8245,26,PURE W 31081/W1.4,SHAZZAM TORONTO,148.5
8246,76,MONTAL CP5545 DINNER SUIT 2 PCS,SHAZZAM TORONTO,110.00 / 125 BIG / 30 TRS
8247,141,W9 62010/13 DINNER SUIT,SHAZZAM TORONTO,120
8248,58,LW SUIT,SHAZZAM TORONTO,80 /102.5 BIG/ BOY SUIT 63.90
8249,59,LW TRS / VEST,SHAZZAM TORONTO,25
8250,30,"LW TRIM SUIT D246, 1985",SHAZZAM TORONTO,85.00/23
8251,60,NZ SUITS  (FASHION PV),SHAZZAM TORONTO,90 / 23
8252,61,398/28 W4,SHAZZAM TORONTO,90
8253,33,POLY VISCOVE  SUIT,SHAZZAM TORONTO,70/ 110 BIG /132
8254,34,POLY VISCOSE TRS/VEST,SHAZZAM TORONTO,21/ 26.5 BIG /31.00
8255,35,POLY VISCOVE KID SUITS,SHAZZAM TORONTO,53.9 / 16.50 TRS
8256,6,PINSTRIP PINSTRIP ,SHAZZAM TORONTO,82.5
8257,66,PINSTRIP 12'V,SHAZZAM TORONTO,22
8258,10,"VARCE PIN STRIP B3/19,35",SHAZZAM TORONTO,82.5
8259,51,PIN TRS VEST B3/19 TRS,SHAZZAM TORONTO,22
8260,14,BOY MF SHT,SHAZZAM TORONTO,16.5
8261,98,SUIT BAGS,SHAZZAM TORONTO,1.75 MEN / 2.90LADIES
8262,12,SATIN TIE & BOW TIE,SHAZZAM TORONTO,5.5
8263,41,"FASHION TIE, P-TIE",SHAZZAM TORONTO,9
8264,99,FANCY BOW TIE,SHAZZAM TORONTO,4.95
8265,100,BELT IN BOX,SHAZZAM TORONTO,10
8266,42,WINTER COAT 3/4 5062.00 5064.00,SHAZZAM TORONTO,104.5
8267,101,"3687, 3640",SHAZZAM TORONTO,93.5
8268,78,"6366, 6365, 6364, 1857,4602,9637",SHAZZAM TORONTO,35
8269,82,"9637, 9638,  9636,6364 SHOES",SHAZZAM TORONTO,35
8270,2,MF LS SHIRT,STARSEED,18.15
8271,1,MICRO FIRBE TRS  & COL TRS,SHINYSTARS PTY LTD,17.6 / 19.8 X BAND
8272,2,MF LS SHIRT,SHINYSTARS PTY LTD,16.5
8273,4,MF SUIT,SHINYSTARS PTY LTD,60.5
8274,9,MF VEST BLACK,SHINYSTARS PTY LTD,16.5
8275,5,COLOUR SUIT,SHINYSTARS PTY LTD,60.5
8276,15,PC BUS' SHT,SHINYSTARS PTY LTD,10.45
8277,20,VARCE POLY/W 31332/10 3208,SHINYSTARS PTY LTD,88
8278,120,POLY W 2019.00,SHINYSTARS PTY LTD,27.5
8279,23,"PURE WOOL 31226, 31333",SHINYSTARS PTY LTD,137.5
8280,24,PURE W TRS VEST 03T/29,SHINYSTARS PTY LTD,38.5
8281,57,3104W/67TRS,SHINYSTARS PTY LTD,38.5
8282,74,"PURE W 31081,/W2.3",SHINYSTARS PTY LTD,137.5
8283,27,PURE W 31081/2TR VEST,SHINYSTARS PTY LTD,38.5
8284,28,PURE W 31820/2A 31820/2D 21564/2A,SHINYSTARS PTY LTD,137.5
8285,58,LW SUIT,SHINYSTARS PTY LTD,79
8286,189,PURE W TRS,SHINYSTARS PTY LTD,38.5
8287,31,SPUER 100 SUIT,SHINYSTARS PTY LTD,148.5
8288,143,SP008 3PCS,SHINYSTARS PTY LTD,187
8289,32,POLY WOOL TRS,SHINYSTARS PTY LTD,44
8290,33,POLY VISCOVE  SUIT,SHINYSTARS PTY LTD,69.00/99.00BIG
8291,34,POLY VISCOSE TRS/VEST,SHINYSTARS PTY LTD,19.25
8292,10,"VARCE PIN STRIP B3/19,35",SHINYSTARS PTY LTD,82.5
8293,68,POLY RIB TRS,SHINYSTARS PTY LTD,20.35
8294,13, BOY MF TRS,SHINYSTARS PTY LTD,16.5
8295,42,WINTER COAT 3/4 5062.00 5064.00,SHINYSTARS PTY LTD,88
8296,101,"3687, 3640",SHINYSTARS PTY LTD,99
8297,82,"9637, 9638,  9636,6364 SHOES",SHINYSTARS PTY LTD,33
8298,126,NEW SHOE 0813#,SHINYSTARS PTY LTD,38.5
8299,1,MICRO FIRBE TRS  & COL TRS,SHIVAN 7 (OXY WEAR),16.5
8300,2,MF LS SHIRT,SHIVAN 7 (OXY WEAR),16.5
8301,49,M/TWIST SUIT,SHIVAN 7 (OXY WEAR),38.5
8302,50,M/TWIST TRS,SHIVAN 7 (OXY WEAR),11.55
8303,7,M/TWIST VEST,SHIVAN 7 (OXY WEAR),13.2
8304,3,MF SS SHT,SHIVAN 7 (OXY WEAR),16.5
8305,4,MF SUIT,SHIVAN 7 (OXY WEAR),55
8306,53,MAVERICK SUIT,SHIVAN 7 (OXY WEAR),75.9
8307,8,SATIN VEST,SHIVAN 7 (OXY WEAR),17.6 / 23.1 BIG
8308,9,MF VEST BLACK,SHIVAN 7 (OXY WEAR),16.5
8309,72,COLOUR VEST ,SHIVAN 7 (OXY WEAR),16.5
8310,5,COLOUR SUIT,SHIVAN 7 (OXY WEAR),60.5
8311,19,URBAN SHT SM361 SM305,SHIVAN 7 (OXY WEAR),24.2
8312,20,VARCE POLY/W 31332/10 3208,SHIVAN 7 (OXY WEAR),132 BIG
8313,114,3208 DINNER SUIT W2,SHIVAN 7 (OXY WEAR),95
8314,21,POLY/W VEST TRS & 3208 TRS,SHIVAN 7 (OXY WEAR),31.9
8315,120,POLY W 2019.00,SHIVAN 7 (OXY WEAR),39015 104.50/132.00BIG
8316,23,"PURE WOOL 31226, 31333",SHIVAN 7 (OXY WEAR),135/165.00 (BIG)
8317,24,PURE W TRS VEST 03T/29,SHIVAN 7 (OXY WEAR),42.9
8318,30,"LW TRIM SUIT D246, 1985",SHIVAN 7 (OXY WEAR),70 /85 BIG SIZE 56 @100 /  23TRS/28.50BIG / 65 BOY
8319,60,NZ SUITS  (FASHION PV),SHIVAN 7 (OXY WEAR),70/23
8320,62,NZ03 F2017,SHIVAN 7 (OXY WEAR),75
8321,63,K05048/6 2018/4 SLIM TRIM,SHIVAN 7 (OXY WEAR),75
8322,31,SPUER 100 SUIT,SHIVAN 7 (OXY WEAR),21564/2A  135.00
8323,199,KINGSIZE WOOL BAND TRS 0530/67 0121/3,SHIVAN 7 (OXY WEAR),31.9
8324,33,POLY VISCOVE  SUIT,SHIVAN 7 (OXY WEAR),75.90 /121.00 BIG
8325,34,POLY VISCOSE TRS/VEST,SHIVAN 7 (OXY WEAR),19.8
8326,36,INJECTION LW SUIT,SHIVAN 7 (OXY WEAR),LW 59 / PV 50/ TRS 15.00
8327,37,SWEATER A3118,SHIVAN 7 (OXY WEAR),18.15
8328,6,PINSTRIP PINSTRIP ,SHIVAN 7 (OXY WEAR),68.2
8329,65,PINSTRIP 12TRS,SHIVAN 7 (OXY WEAR),18.15
8330,66,PINSTRIP 12'V,SHIVAN 7 (OXY WEAR),18.15
8331,10,"VARCE PIN STRIP B3/19,35",SHIVAN 7 (OXY WEAR),68.2
8332,67,POLY RIB POLY RIB SUIT,SHIVAN 7 (OXY WEAR),71.5
8333,68,POLY RIB TRS,SHIVAN 7 (OXY WEAR),18.15
8334,39,JACKET 1602,SHIVAN 7 (OXY WEAR),18.7
8335,13, BOY MF TRS,SHIVAN 7 (OXY WEAR),17.6
8336,14,BOY MF SHT,SHIVAN 7 (OXY WEAR),14.3
8337,11,BOY SUIT,SHIVAN 7 (OXY WEAR),38.5
8338,40,BOY VEST,SHIVAN 7 (OXY WEAR),14.3
8339,81,PIN STR' BOY SUIT,SHIVAN 7 (OXY WEAR),49.5
8340,12,SATIN TIE & BOW TIE,SHIVAN 7 (OXY WEAR),4.95
8341,41,"FASHION TIE, P-TIE",SHIVAN 7 (OXY WEAR),6.5
8342,117,JKT01 JKT02 LEATHER JACKET,SHIVAN 7 (OXY WEAR),121
8343,162,LEATHER JACKET 9312.00,SHIVAN 7 (OXY WEAR),99
8344,52,SHOES 4602#,SHIVAN 7 (OXY WEAR),31.35
8345,78,"6366, 6365, 6364, 1857,4602,9637",SHIVAN 7 (OXY WEAR),31.35
8346,113,"ALL SHOES 1856, 1857 ,1858,6365,6366, AUSTIN SHOES",SHIVAN 7 (OXY WEAR),33
8347,125,0701,SHIVAN 7 (OXY WEAR),33
8348,126,NEW SHOE 0813#,SHIVAN 7 (OXY WEAR),38.5
8349,118,693/9 E7142,SHIVAN 7 (OXY WEAR),20
8350,70,1080/3 203/1,SHIVAN 7 (OXY WEAR),29
8351,71,1178/4,SHIVAN 7 (OXY WEAR),29
8352,48,2032/13 SPORTS JKT 3208 NAVY OTHER,SHIVAN 7 (OXY WEAR),3652 20.90 TIE 4.95 3663 24.20
8353,166,LADIES SUIT,SHIVAN 7 (OXY WEAR),MARVICK 75.90
8354,168,HAT,SHIVAN 7 (OXY WEAR),2.20 EXTRA FOR BIG TRS
8355,1,MICRO FIRBE TRS  & COL TRS,SIBBY SAITTA PTY LTD 14.10.09,22
8356,2,MF LS SHIRT,SIBBY SAITTA PTY LTD 14.10.09,19.50/ WCW 21.45
8357,4,MF SUIT,SIBBY SAITTA PTY LTD 14.10.09,71.5
8358,8,SATIN VEST,SIBBY SAITTA PTY LTD 14.10.09,22
8359,15,PC BUS' SHT,SIBBY SAITTA PTY LTD 14.10.09,11.55 / 15 BIG
8360,55,FC BUS' SHT 1143 SHIRT,SIBBY SAITTA PTY LTD 14.10.09,16.5
8361,21,POLY/W VEST TRS & 3208 TRS,SIBBY SAITTA PTY LTD 14.10.09,27.5
8362,120,POLY W 2019.00,SIBBY SAITTA PTY LTD 14.10.09,27.5
8363,108,"PURE W 3104W/67, 29",SIBBY SAITTA PTY LTD 14.10.09,165
8364,74,"PURE W 31081,/W2.3",SIBBY SAITTA PTY LTD 14.10.09,165
8365,28,PURE W 31820/2A 31820/2D 21564/2A,SIBBY SAITTA PTY LTD 14.10.09,155.00/165 BIG/95BOY45TRS
8366,83,TRS 31820/2D,SIBBY SAITTA PTY LTD 14.10.09,49.5
8367,33,POLY VISCOVE  SUIT,SIBBY SAITTA PTY LTD 14.10.09,75
8368,34,POLY VISCOSE TRS/VEST,SIBBY SAITTA PTY LTD 14.10.09,19
8369,6,PINSTRIP PINSTRIP ,SIBBY SAITTA PTY LTD 14.10.09,75.9
8370,14,BOY MF SHT,SIBBY SAITTA PTY LTD 14.10.09,17.6
8371,78,"6366, 6365, 6364, 1857,4602,9637",SIBBY SAITTA PTY LTD 14.10.09,38.5
8372,17,V069 V069,SIBELLA DRESS,22
8373,18,V069 KID,SIBELLA DRESS,21
8374,183,"3208 W8,",SIBELLA DRESS,99
8375,21,POLY/W VEST TRS & 3208 TRS,SIBELLA DRESS,35
8376,23,"PURE WOOL 31226, 31333",SIBELLA DRESS,145
8377,25,PURE WOOL 50685/4SUIT,SIBELLA DRESS,170 WITH 2TRS
